technique,technique_label,image,label,confidence_score,best_gt_iou,matched_gt_index,reason,roi_id,seed_roi_id,source_roi_ids,x,y,width,height
nms,NMS,1743_0153724007_04_WRI-L2_M008.png,FP,0.08172178620685355,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,6,6,218.0,328.0,91.0,90.0
nms,NMS,1743_0153724007_04_WRI-L2_M008.png,FP,0.07024211677665003,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,7,7,232.0,224.0,91.0,90.0
nms,NMS,1860_0668647760_02_WRI-R1_M010.png,FP,0.8338448697009956,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,4,4,171.0,612.0,91.0,90.0
nms,NMS,1860_0668647760_02_WRI-R1_M010.png,TP,0.8083175978287666,0.6193607563868928,0,matched_gt_highest_confidence,NMS2,9,9,171.0,453.0,91.0,90.0
nms,NMS,1860_0668647760_02_WRI-R1_M010.png,FP,0.5738857419006493,0.29081812138743823,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,166.0,502.0,103.0,90.0
nms,NMS,1860_0668647760_02_WRI-R1_M010.png,FP,0.4189167255675414,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,1,165.0,372.0,128.0,90.0
nms,NMS,1860_0668647760_02_WRI-R1_M010.png,FP,0.04014668347436453,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,7,"7,3",342.0,381.0,18.0,90.0
nms,NMS,1860_0668647760_02_WRI-R1_M010.png,FP,0.03625092769517809,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,8,8,191.0,299.0,56.0,90.0
nms,NMS,1860_0668647760_02_WRI-R1_M010.png,FP,0.02898608535594585,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,6,6,345.0,491.0,21.0,90.0
nms,NMS,1860_0668647760_02_WRI-R1_M010.png,FP,0.0021311476549014064,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,5,5,343.0,682.0,61.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,TP,0.9250739564633221,0.5340976332117657,0,matched_gt_highest_confidence,NMS1,11,11,273.0,355.0,91.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.29680735616069764,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,12,12,217.0,613.0,91.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.2556877107642387,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,"4,14",278.0,275.0,86.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.18338477112104135,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,1,470.0,321.0,139.0,98.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.1349158534246182,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,16,16,131.0,394.0,51.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.07591160061277401,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,3,3,53.0,745.0,60.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.07434289284100035,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,9,9,262.0,511.0,7.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.06904436113692655,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,6,6,135.0,727.0,21.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.0674289537297244,0.02758624367819939,0,no_gt_match_or_lower_confidence_on_same_gt,NMS9,10,10,393.0,365.0,4.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.04746306870203913,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,2,2,174.0,722.0,137.0,96.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.03081015733093984,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,7,7,498.0,427.0,12.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.02236173712056704,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,8,8,392.0,267.0,38.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.016821689349233275,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS13,5,5,500.0,425.0,47.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.015769291882304255,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS14,13,13,530.0,578.0,39.0,90.0
nms,NMS,1979_1021352022_02_WRI-R1_M007.PNG,FP,0.00796196486395076,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS15,15,15,96.0,545.0,42.0,90.0
nms,NMS,1993_0548434682_03_WRI-R2_F009.PNG,TP,0.9999847485255072,0.5752163709990507,0,matched_gt_highest_confidence,NMS1,6,"6,3",160.0,442.0,66.0,90.0
nms,NMS,1993_0548434682_03_WRI-R2_F009.PNG,FP,0.21506433831007013,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,"2,5",129.0,194.0,104.0,90.0
nms,NMS,1993_0548434682_03_WRI-R2_F009.PNG,FP,0.08011189023579135,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,195.0,261.0,19.0,90.0
nms,NMS,1993_0548434682_03_WRI-R2_F009.PNG,FP,0.005792265472714678,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,1,167.0,334.0,92.0,90.0
nms,NMS,2079_0634378897_01_WRI-R1_M008.PNG,TP,0.6565799422614971,0.5655368963504563,0,matched_gt_highest_confidence,NMS1,5,5,212.0,524.0,91.0,90.0
nms,NMS,2079_0634378897_01_WRI-R1_M008.PNG,FP,0.5379457288979466,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,169.0,408.0,145.0,102.0
nms,NMS,2079_0634378897_01_WRI-R1_M008.PNG,FP,0.19946746714095542,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,"2,3",342.0,404.0,79.0,90.0
nms,NMS,2079_0634378897_01_WRI-R1_M008.PNG,FP,0.0014470974894317933,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,4,4,201.0,346.0,92.0,90.0
nms,NMS,2176_1073963460_04_WRI-L2_M009.png,TP,0.9927974159691221,0.5695891663861697,0,matched_gt_highest_confidence,NMS1,8,8,208.0,460.0,91.0,90.0
nms,NMS,2176_1073963460_04_WRI-L2_M009.png,FP,0.6527614745874902,0.25033262024029357,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,173.0,394.0,113.0,90.0
nms,NMS,2176_1073963460_04_WRI-L2_M009.png,FP,0.20703307002466104,0.03315223793029696,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,7,7,165.0,359.0,91.0,90.0
nms,NMS,2176_1073963460_04_WRI-L2_M009.png,FP,0.061352955667360015,0.10417926053503011,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,1,197.0,524.0,99.0,90.0
nms,NMS,2176_1073963460_04_WRI-L2_M009.png,FP,0.04163337837381097,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,5,5,200.0,754.0,94.0,90.0
nms,NMS,2176_1073963460_04_WRI-L2_M009.png,FP,0.03349106910022984,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,3,3,200.0,644.0,95.0,90.0
nms,NMS,2176_1073963460_04_WRI-L2_M009.png,FP,0.009974845951809586,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,4,"4,6",182.0,284.0,86.0,90.0
nms,NMS,2230_0341843437_01_WRI-L2_F005.PNG,TP,0.9999998941737755,0.6346156762031575,0,matched_gt_highest_confidence,NMS1,5,5,219.0,380.0,81.0,90.0
nms,NMS,2230_0341843437_01_WRI-L2_F005.PNG,FP,0.6137931077596744,0.06865841216901375,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,2,2,202.0,315.0,94.0,90.0
nms,NMS,2230_0341843437_01_WRI-L2_F005.PNG,FP,0.10862076570639728,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,212.0,259.0,91.0,90.0
nms,NMS,2230_0341843437_01_WRI-L2_F005.PNG,FP,0.08572092124085806,0.2254412191245117,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,1,221.0,425.0,73.0,90.0
nms,NMS,2230_0341843437_01_WRI-L2_F005.PNG,FP,0.014673644894280915,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,3,3,216.0,205.0,61.0,90.0
nms,NMS,2363_0844094867_02_WRI-R2_F010.PNG,TP,0.99999011570197,0.6186022468162065,0,matched_gt_highest_confidence,NMS1,8,8,135.0,606.0,91.0,90.0
nms,NMS,2363_0844094867_02_WRI-R2_F010.PNG,FP,0.8630496118162977,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,"1,7",178.0,465.0,116.0,90.0
nms,NMS,2363_0844094867_02_WRI-R2_F010.PNG,IGNORE,0.6609980056979052,0.3167910059195311,0,overlap_ge_ignore_iou_with_found_gt,NMS3,3,3,150.0,585.0,129.0,90.0
nms,NMS,2363_0844094867_02_WRI-R2_F010.PNG,FP,0.12058074352915735,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,4,4,160.0,705.0,123.0,90.0
nms,NMS,2363_0844094867_02_WRI-R2_F010.PNG,FP,0.020133776942965396,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,5,5,173.0,516.0,13.0,90.0
nms,NMS,2363_0844094867_02_WRI-R2_F010.PNG,FP,0.009779240446052065,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,2,2,167.0,845.0,114.0,90.0
nms,NMS,2363_0844094867_02_WRI-R2_F010.PNG,FP,0.005428936516375726,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,6,6,224.0,352.0,77.0,90.0
nms,NMS,2419_1009570056_06_WRI-L2_F006.png,TP,0.9859915129931769,0.7363839603628457,0,matched_gt_highest_confidence,NMS1,2,"2,6",168.0,365.0,98.0,90.0
nms,NMS,2419_1009570056_06_WRI-L2_F006.png,FP,0.8943520495135574,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,160.0,265.0,87.0,90.0
nms,NMS,2419_1009570056_06_WRI-L2_F006.png,FP,0.06181314375152732,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,5,5,178.0,157.0,66.0,90.0
nms,NMS,2419_1009570056_06_WRI-L2_F006.png,FP,0.050397420485746525,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,4,4,351.0,275.0,13.0,90.0
nms,NMS,2419_1009570056_06_WRI-L2_F006.png,FP,0.015553504197050783,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,7,7,158.0,219.0,91.0,90.0
nms,NMS,2419_1009570056_06_WRI-L2_F006.png,FP,0.0014835666818543726,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,3,3,175.0,475.0,61.0,90.0
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,IGNORE,0.939966785416439,0.40741122135286517,0,overlap_ge_ignore_iou_with_found_gt,NMS1,7,7,265.0,741.0,137.0,96.0
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,FP,0.7045512412324066,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,1,1,246.0,523.0,131.0,92.0
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,FP,0.43577834252474473,0.19966266799131324,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,6,6,265.0,640.0,139.0,98.0
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,TP,0.2216532039731075,0.5516689286849,0,matched_gt_highest_confidence,NMS4,11,11,323.0,701.0,91.0,90.0
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,FP,0.05872929969774365,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,8,8,411.0,495.0,13.0,90.0
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,FP,0.05765795867719762,0.20765488699421,0,no_gt_match_or_lower_confidence_on_same_gt,NMS6,3,3,175.0,726.0,181.0,126.0
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,FP,0.030086829770777437,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,9,9,272.0,485.0,91.0,90.0
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,FP,0.010922553646688947,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,10,10,177.0,520.0,91.0,90.0
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,FP,0.007741724865708963,0.0016132777748237084,0,no_gt_match_or_lower_confidence_on_same_gt,NMS9,2,2,165.0,799.0,181.0,180.0
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,FP,0.005823389632590213,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,5,5,155.0,714.0,111.0,90.0
nms,NMS,2458_0430068033_05_WRI-L2_M009.PNG,FP,0.00366312088833364,0.13472270730327432,0,no_gt_match_or_lower_confidence_on_same_gt,NMS11,4,4,165.0,636.0,181.0,126.0
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,TP,0.8442560598285133,0.7236017362337906,0,matched_gt_highest_confidence,NMS1,10,10,178.0,611.0,91.0,90.0
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,IGNORE,0.604732453669284,0.30057614044510145,0,overlap_ge_ignore_iou_with_found_gt,NMS2,5,5,169.0,665.0,95.0,90.0
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,FP,0.4247872206289983,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,4,4,127.0,455.0,95.0,90.0
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,FP,0.4066743109113515,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,"1,9",106.0,335.0,126.0,90.0
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,FP,0.3205828656237051,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,2,2,177.0,755.0,92.0,90.0
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,FP,0.2501052556848393,0.23428890489388496,0,no_gt_match_or_lower_confidence_on_same_gt,NMS6,11,11,167.0,575.0,88.0,90.0
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,FP,0.08046065436759257,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,3,3,150.0,525.0,96.0,90.0
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,FP,0.0727559640459659,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,6,6,287.0,752.0,11.0,90.0
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,FP,0.06605686253076584,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,8,8,142.0,774.0,9.0,90.0
nms,NMS,2602_0745106729_06_WRI-L2_M014.png,FP,0.006964037315960111,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,7,7,134.0,355.0,91.0,90.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,TP,0.840021746077418,0.6645538568140239,0,matched_gt_highest_confidence,NMS1,4,4,154.0,579.0,147.0,102.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.4243485161988145,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,12,12,156.0,492.0,91.0,90.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.23119170561000324,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,10,10,353.0,538.0,91.0,90.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.1605835270358891,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,1,498.0,265.0,16.0,90.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.11827276355301683,0.07345544364724653,0,no_gt_match_or_lower_confidence_on_same_gt,NMS5,2,2,158.0,675.0,123.0,90.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.09178493759630776,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,6,6,495.0,447.0,15.0,90.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.07541805446279454,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,5,5,150.0,354.0,8.0,90.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.06395148102912204,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,9,9,494.0,664.0,11.0,90.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.05325691562880727,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,11,11,186.0,248.0,91.0,90.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.006269450757373413,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,8,8,366.0,307.0,91.0,90.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.005603988850220599,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,3,3,360.0,435.0,98.0,90.0
nms,NMS,2660_0622346450_03_WRI-R1_M013.png,FP,0.001322431157010859,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,7,7,271.0,360.0,91.0,90.0
nms,NMS,2880_0995256867_02_WRI-R2_M010.png,TP,0.993902117611052,0.555973448056341,0,matched_gt_highest_confidence,NMS1,8,8,413.0,392.0,91.0,90.0
nms,NMS,2880_0995256867_02_WRI-R2_M010.png,IGNORE,0.9288490059239461,0.5156492542744225,0,overlap_ge_ignore_iou_with_found_gt,NMS2,2,2,425.0,391.0,139.0,98.0
nms,NMS,2880_0995256867_02_WRI-R2_M010.png,FP,0.45140542165884057,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,1,1,447.0,505.0,115.0,90.0
nms,NMS,2880_0995256867_02_WRI-R2_M010.png,FP,0.036165352944821566,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,4,4,469.0,595.0,95.0,90.0
nms,NMS,2880_0995256867_02_WRI-R2_M010.png,FP,0.02444227172744429,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,10,10,714.0,529.0,28.0,90.0
nms,NMS,2880_0995256867_02_WRI-R2_M010.png,FP,0.017750010800371644,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,7,"7,3",420.0,272.0,91.0,90.0
nms,NMS,2880_0995256867_02_WRI-R2_M010.png,FP,0.011134367769922935,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,5,5,437.0,233.0,89.0,90.0
nms,NMS,2880_0995256867_02_WRI-R2_M010.png,FP,0.0077215787407818905,0.01689382130683882,0,no_gt_match_or_lower_confidence_on_same_gt,NMS8,6,6,480.0,332.0,91.0,90.0
nms,NMS,2880_0995256867_02_WRI-R2_M010.png,FP,0.0041983581053875296,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,9,9,670.0,397.0,44.0,90.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,TP,0.8995122635078076,0.6075339678777542,0,matched_gt_highest_confidence,NMS1,12,12,259.0,526.0,81.0,90.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.49488948081267237,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,8,8,251.0,665.0,80.0,90.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.3941330640472768,0.1672402695821799,0,no_gt_match_or_lower_confidence_on_same_gt,NMS3,2,2,259.0,575.0,78.0,90.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.05881215065987243,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,1,1,206.0,423.0,134.0,94.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.04850100610126974,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,9,9,221.0,226.0,13.0,90.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.04240303698520666,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,5,"5,13",385.0,445.0,51.0,90.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.029411017574757607,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,11,"11,7",392.0,625.0,55.0,90.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.013149932093987082,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,14,14,361.0,245.0,53.0,90.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.012504175355324703,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,10,10,222.0,383.0,57.0,90.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.007084544984344195,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,6,6,398.0,535.0,44.0,90.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.004577914281606378,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,3,3,219.0,275.0,75.0,90.0
nms,NMS,2975_0736302598_03_WRI-R2_M008.PNG,FP,0.002329405111678079,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,4,4,367.0,325.0,56.0,90.0
nms,NMS,4500_0833654044_01_WRI-L2_F004.PNG,TP,0.597046088217604,0.5393804186305126,0,matched_gt_highest_confidence,NMS1,1,1,167.0,275.0,59.0,90.0
nms,NMS,4500_0833654044_01_WRI-L2_F004.PNG,FP,0.12082322644452118,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,4,4,160.0,422.0,46.0,90.0
nms,NMS,4500_0833654044_01_WRI-L2_F004.PNG,FP,0.046958533078032307,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,3,3,152.0,192.0,91.0,90.0
nms,NMS,4500_0833654044_01_WRI-L2_F004.PNG,FP,0.015592399989683797,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,2,2,165.0,395.0,45.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.5441760331087488,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,11,11,196.0,1035.0,108.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.3205557028800405,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS2,19,19,329.0,632.0,91.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.27721523628547884,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS3,20,20,352.0,1037.0,91.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.19324415992900154,0.2902408483114955,0,no_gt_match_or_lower_confidence_on_same_gt,NMS4,16,16,389.0,480.0,91.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,TP,0.16464334444759188,0.5127140242608698,0,matched_gt_highest_confidence,NMS5,1,1,303.0,436.0,154.0,108.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.15379933969221365,0.23854335449325922,0,no_gt_match_or_lower_confidence_on_same_gt,NMS6,7,"7,18",258.0,422.0,136.0,96.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.11984815912096904,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,9,9,173.0,605.0,111.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.10548449936575327,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS8,21,21,179.0,501.0,91.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.10043731748121126,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS9,8,8,186.0,905.0,118.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.07578088303182419,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS10,15,15,581.0,1049.0,7.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.06655083272092778,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS11,17,17,137.0,753.0,10.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.031748473533557815,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS12,13,13,43.0,755.0,17.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.030591829463283617,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS13,14,14,572.0,404.0,7.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.0281013133558228,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS14,4,4,180.0,795.0,124.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.024461662186466615,0.07589986402597215,0,no_gt_match_or_lower_confidence_on_same_gt,NMS15,2,2,253.0,541.0,168.0,118.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.021056503032493384,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS16,6,6,165.0,695.0,129.0,90.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.01617665483368828,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS17,12,12,343.0,1083.0,135.0,94.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.007207957153191839,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS18,10,10,303.0,904.0,130.0,92.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.0034155883605576877,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS19,3,3,283.0,711.0,140.0,98.0
nms,NMS,4526_0791926653_02_WRI-L1_F012.PNG,FP,0.00042782987476875137,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS20,5,5,293.0,813.0,135.0,94.0
nms,NMS,4542_0289418685_06_WRI-R2_M012.PNG,FP,0.9280914765783352,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS1,4,4,257.0,330.0,181.0,126.0
nms,NMS,4542_0289418685_06_WRI-R2_M012.PNG,FP,0.9114376677303799,0.17850970677885708,0,no_gt_match_or_lower_confidence_on_same_gt,NMS2,9,9,302.0,632.0,90.0,90.0
nms,NMS,4542_0289418685_06_WRI-R2_M012.PNG,TP,0.6076752428805565,0.5534448175483148,0,matched_gt_highest_confidence,NMS3,1,"1,7",277.0,557.0,131.0,92.0
nms,NMS,4542_0289418685_06_WRI-R2_M012.PNG,FP,0.14137732890555982,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS4,8,8,355.0,325.0,91.0,90.0
nms,NMS,4542_0289418685_06_WRI-R2_M012.PNG,FP,0.06431682697643967,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS5,6,6,247.0,399.0,21.0,90.0
nms,NMS,4542_0289418685_06_WRI-R2_M012.PNG,FP,0.025402737702001587,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS6,2,2,293.0,788.0,84.0,90.0
nms,NMS,4542_0289418685_06_WRI-R2_M012.PNG,FP,0.0043014643860164545,0.0,,no_gt_match_or_lower_confidence_on_same_gt,NMS7,3,3,278.0,888.0,92.0,90.0
nms,NMS,4542_0289418685_06_WRI-R2_M012.PNG,FP,0.002743405675109377,0.22863412934710112,0,no_gt_match_or_lower_confidence_on_same_gt,NMS8,5,5,306.0,532.0,91.0,90.0
